patch,label,sequence,feature,tree,graph,codet5,plbart,unixcoder,graphcodebert,codebert
LSRepair_Chart_6_defects4j_patch1,1,0,0,0,0,1,1,0,0,1
LSRepair_Lang_41_defects4j_patch1,1,0,0,0,0,0,0,1,0,0
LSRepair_Lang_55_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
LSRepair_Lang_60_defects4j_patch1,1,1,0,0,0,0,0,0,0,0
LSRepair_Math_11_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
LSRepair_Math_80_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
LSRepair_Math_93_defects4j_patch1,1,0,0,0,0,1,0,0,0,0
LSRepair_Math_95_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
LSRepair_Math_99_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Chart_13_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Chart_25_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Chart_5_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Chart_9_defects4j_patch1,1,1,0,1,1,1,1,1,1,1
Nopol_Lang_44_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Lang_51_defects4j_patch1,1,1,0,1,1,1,1,1,1,1
Nopol_Lang_53_defects4j_patch1,1,1,0,0,0,0,0,0,0,0
Nopol_Lang_55_defects4j_patch1,1,1,1,1,1,1,0,1,0,1
Nopol_Lang_58_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_105_defects4j_patch1,1,1,0,1,1,1,1,1,1,1
Nopol_Math_18_defects4j_patch1,1,1,1,0,0,1,1,1,1,1
Nopol_Math_2_defects4j_patch1,1,1,0,1,1,1,1,1,1,1
Nopol_Math_20_defects4j_patch1,1,0,0,0,0,1,1,1,1,1
Nopol_Math_33_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_4_defects4j_patch1,1,1,0,1,1,1,1,0,1,1
Nopol_Math_41_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_42_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_49_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_58_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_69_defects4j_patch1,1,1,0,1,1,1,1,1,1,1
Nopol_Math_7_defects4j_patch1,1,1,1,0,1,1,1,0,1,1
Nopol_Math_73_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_78_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_80_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_81_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Math_82_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol_Time_14_defects4j_patch1,1,0,1,0,0,1,1,1,0,0
Nopol2015_Chart_13_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Chart_21_defects4j_patch1,1,1,1,1,0,1,1,1,1,1
Nopol2015_Chart_25_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Chart_26_defects4j_patch1,1,0,0,1,0,0,1,1,1,1
Nopol2015_Chart_3_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Lang_39_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Lang_39_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
Nopol2015_Lang_46_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
Nopol2015_Lang_53_defects4j_patch1,1,1,0,1,1,1,0,1,1,1
Nopol2015_Lang_58_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_104_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_105_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_33_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_49_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_49_defects4j_patch4,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_50_defects4j_patch1,1,0,0,0,0,1,1,1,0,0
Nopol2015_Math_57_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_58_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_71_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_78_defects4j_patch1,1,1,1,1,0,1,1,1,1,1
Nopol2015_Math_81_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_82_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_85_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_85_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
Nopol2015_Math_87_defects4j_patch1,1,0,1,0,0,0,1,1,0,0
Nopol2015_Math_88_defects4j_patch1,1,1,0,1,0,1,1,1,1,1
Nopol2015_Math_97_defects4j_patch1,1,1,1,1,1,1,1,1,0,1
Nopol2015_Time_11_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2015_Time_11_defects4j_patch5,1,1,1,1,1,1,1,1,1,1
Nopol2017_Chart_13_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Chart_21_defects4j_patch1,1,0,1,1,1,1,1,1,1,1
Nopol2017_Chart_25_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Chart_26_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Chart_9_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_1_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_10_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_113_defects4j_patch1,1,0,0,0,0,0,0,1,1,0
Nopol2017_Closure_114_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_119_defects4j_patch1,1,0,0,0,1,0,1,1,0,0
Nopol2017_Closure_124_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_129_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_130_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_133_defects4j_patch1,1,0,0,0,1,0,1,1,0,0
Nopol2017_Closure_14_defects4j_patch1,1,0,0,0,1,1,1,1,1,1
Nopol2017_Closure_15_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_16_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_17_defects4j_patch1,1,0,0,0,1,1,1,0,0,0
Nopol2017_Closure_18_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_2_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_21_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_22_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_26_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_33_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_35_defects4j_patch2,1,0,0,0,0,0,0,0,0,0
Nopol2017_Closure_49_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_50_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_55_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_60_defects4j_patch1,1,1,0,0,1,1,1,1,1,1
Nopol2017_Closure_62_defects4j_patch1,1,1,0,1,1,1,1,1,1,1
Nopol2017_Closure_66_defects4j_patch1,1,0,0,1,1,1,1,1,1,1
Nopol2017_Closure_75_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Closure_76_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Lang_44_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Lang_51_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Lang_53_defects4j_patch1,1,0,0,1,0,0,0,1,0,0
Nopol2017_Lang_58_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_105_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_2_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_24_defects4j_patch1,1,1,0,0,0,1,1,0,1,1
Nopol2017_Math_28_defects4j_patch1,1,1,0,1,1,1,1,1,1,1
Nopol2017_Math_33_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_39_defects4j_patch1,1,1,0,0,1,1,1,1,1,1
Nopol2017_Math_4_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_40_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_41_defects4j_patch1,1,0,1,1,1,1,1,1,1,1
Nopol2017_Math_42_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_44_defects4j_patch1,1,1,1,0,1,1,1,1,1,1
Nopol2017_Math_49_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_50_defects4j_patch1,1,1,0,1,1,1,1,0,0,0
Nopol2017_Math_57_defects4j_patch1,1,1,1,1,1,0,1,1,0,0
Nopol2017_Math_58_defects4j_patch1,1,0,0,0,1,0,1,0,0,0
Nopol2017_Math_69_defects4j_patch1,1,1,0,1,1,1,1,1,1,1
Nopol2017_Math_7_defects4j_patch1,1,1,1,0,1,0,1,1,1,0
Nopol2017_Math_73_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_73_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_78_defects4j_patch1,1,1,1,1,0,1,1,1,1,1
Nopol2017_Math_80_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_81_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_85_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Math_87_defects4j_patch1,1,1,0,0,0,0,1,0,1,0
Nopol2017_Math_88_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Time_11_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
Nopol2017_Time_12_defects4j_patch1,1,1,0,1,0,1,1,1,1,1
Nopol2017_Time_12_defects4j_patch2,1,0,0,0,0,0,0,0,0,0
Nopol2017_Time_14_defects4j_patch1,1,0,1,0,0,1,0,1,1,1
Nopol2017_Time_18_defects4j_patch1,1,0,0,1,1,0,0,1,1,1
Nopol2017_Time_19_defects4j_patch1,1,0,0,0,0,0,1,1,1,0
Nopol2017_Time_4_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
Nopol2017_Time_7_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
PraPR_Closure_101_defects4j_patch1,1,1,0,0,1,1,1,1,1,1
PraPR_Closure_101_defects4j_patch2,1,1,0,0,1,1,1,1,1,1
PraPR_Closure_12_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
PraPR_Closure_127_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
PraPR_Closure_127_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
PraPR_Closure_17_defects4j_patch1,1,1,1,0,1,1,1,1,1,1
PraPR_Closure_17_defects4j_patch2,1,1,0,0,1,1,1,1,1,1
PraPR_Closure_2_defects4j_patch1,1,1,1,1,1,1,0,1,1,0
PraPR_Closure_48_defects4j_patch1,1,1,0,1,1,1,0,1,0,0
PraPR_Closure_48_defects4j_patch2,1,0,1,1,1,0,1,1,0,0
PraPR_Closure_64_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
PraPR_Math_29_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
PraPR_Time_24_defects4j_patch1,1,0,0,1,1,0,1,1,1,1
RSRepair_Chart_12_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepair_Chart_25_defects4j_patch1,1,1,1,1,1,1,1,0,1,1
RSRepair_Math_103_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepair_Math_40_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepair_Math_58_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepair_Math_81_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepair_Math_84_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepair_Math_85_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Chart_12_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Chart_13_defects4j_patch2,1,1,1,1,1,1,1,1,1,0
RSRepairA_Chart_13_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
RSRepairA_Chart_25_defects4j_patch1,1,1,1,0,0,1,0,1,1,1
RSRepairA_Chart_25_defects4j_patch2,1,1,1,0,0,1,1,1,1,1
RSRepairA_Chart_5_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_10_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_112_defects4j_patch1,1,0,0,0,1,0,0,0,0,0
RSRepairA_Closure_114_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_114_defects4j_patch2,1,0,1,1,1,1,1,1,1,1
RSRepairA_Closure_114_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_127_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_31_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_33_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_45_defects4j_patch1,1,1,0,0,1,1,0,0,0,0
RSRepairA_Closure_55_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_67_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Closure_75_defects4j_patch1,1,0,0,0,1,1,0,1,0,1
RSRepairA_Closure_78_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Lang_13_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
RSRepairA_Lang_16_defects4j_patch1,1,1,1,1,1,0,0,1,1,1
RSRepairA_Lang_7_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_103_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_2_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_28_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_33_defects4j_patch1,1,1,1,1,1,0,0,0,0,1
RSRepairA_Math_40_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_58_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_80_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_81_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_84_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_85_defects4j_patch1,1,0,1,1,1,1,1,1,1,1
RSRepairA_Math_85_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
RSRepairA_Math_95_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SOFix_Math_2_defects4j_patch1,1,0,1,1,1,1,1,1,1,1
SequenceR_Chart_1_defects4j_patch10,1,1,1,1,1,1,1,1,1,1
SequenceR_Chart_1_defects4j_patch11,1,1,1,1,1,1,1,1,1,1
SequenceR_Chart_1_defects4j_patch12,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_123_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
SequenceR_Closure_18_defects4j_patch10,1,1,0,0,0,1,1,1,0,0
SequenceR_Closure_18_defects4j_patch12,1,1,0,1,0,0,0,1,1,1
SequenceR_Closure_18_defects4j_patch8,1,1,0,0,0,0,1,1,1,1
SequenceR_Closure_18_defects4j_patch9,1,1,0,1,0,1,1,1,0,0
SequenceR_Closure_38_defects4j_patch1,1,0,0,1,1,0,1,0,1,0
SequenceR_Closure_38_defects4j_patch10,1,0,0,1,0,1,1,1,1,0
SequenceR_Closure_38_defects4j_patch8,1,0,0,1,0,1,1,1,1,0
SequenceR_Closure_73_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
SequenceR_Closure_86_defects4j_patch10,1,1,0,1,0,1,0,0,1,0
SequenceR_Closure_86_defects4j_patch12,1,0,1,1,1,1,1,1,1,1
SequenceR_Closure_86_defects4j_patch14,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_86_defects4j_patch9,1,0,1,1,1,1,0,0,1,0
SequenceR_Closure_92_defects4j_patch10,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_92_defects4j_patch11,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_92_defects4j_patch12,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_92_defects4j_patch13,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_92_defects4j_patch14,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_92_defects4j_patch15,1,1,0,1,1,1,1,1,1,1
SequenceR_Closure_92_defects4j_patch16,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_92_defects4j_patch17,1,1,1,1,1,1,0,1,1,1
SequenceR_Closure_92_defects4j_patch30,1,1,1,1,1,1,1,1,1,1
SequenceR_Closure_92_defects4j_patch8,1,0,1,1,1,1,0,1,1,1
SequenceR_Lang_6_defects4j_patch1,1,1,0,1,0,0,1,1,1,0
SequenceR_Math_59_defects4j_patch1,1,0,0,1,0,0,0,0,0,0
SequenceR_Math_80_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_82_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch12,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch14,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch29,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch34,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch36,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch37,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch48,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch49,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch51,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch52,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch54,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch55,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch57,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch8,1,1,1,1,1,1,1,1,1,1
SequenceR_Math_85_defects4j_patch9,1,1,1,1,1,1,1,1,1,1
SimFix_Chart_12_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Chart_18_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Chart_22_defects4j_patch1,1,1,0,0,0,0,0,1,0,0
SimFix_Chart_25_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Chart_3_defects4j_patch1,1,1,1,1,0,1,1,1,1,1
SimFix_Closure_106_defects4j_patch1,1,0,0,1,0,0,0,1,0,1
SimFix_Closure_107_defects4j_patch1,1,0,0,0,0,0,0,1,0,1
SimFix_Closure_108_defects4j_patch1,1,1,0,0,1,1,1,1,0,0
SimFix_Closure_109_defects4j_patch1,1,0,0,0,0,0,0,1,0,0
SimFix_Closure_126_defects4j_patch1,1,0,0,0,0,1,1,1,1,1
SimFix_Closure_21_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Closure_22_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Closure_26_defects4j_patch1,1,0,0,0,0,0,0,0,0,1
SimFix_Closure_46_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Lang_1_defects4j_patch1,1,0,1,1,0,0,0,1,0,0
SimFix_Lang_10_defects4j_patch1,1,0,0,1,1,0,0,0,0,0
SimFix_Lang_12_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
SimFix_Lang_27_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Lang_27_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
SimFix_Lang_44_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Lang_45_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Lang_50_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Lang_61_defects4j_patch1,1,1,1,1,1,0,1,0,1,1
SimFix_Lang_63_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Math_28_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Math_43_defects4j_patch1,1,0,0,1,0,1,1,1,1,0
SimFix_Math_44_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Math_69_defects4j_patch1,1,0,0,0,0,0,0,0,0,0
SimFix_Math_73_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
SimFix_Math_8_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Math_80_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Math_84_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SimFix_Math_85_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
SimFix_Math_88_defects4j_patch1,1,1,1,1,0,1,1,1,1,1
SketchFix_Chart_1_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
SketchFix_Chart_1_defects4j_patch8,1,1,1,1,1,1,1,1,1,1
SketchFix_Lang_6_defects4j_patch1,1,1,1,1,1,1,0,0,1,1
SketchFix_Lang_6_defects4j_patch3,1,0,0,1,0,0,0,1,0,1
SketchFix_Math_33_defects4j_patch1,1,0,1,1,1,1,1,1,1,1
SketchFix_Math_70_defects4j_patch1,1,0,0,0,0,0,0,1,0,0
SketchFix_Math_82_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
SketchFix_Math_82_defects4j_patch8,1,1,1,1,0,1,1,1,1,1
TBar_Chart_12_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Chart_13_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Chart_14_defects4j_patch1,1,1,1,0,0,1,1,0,1,0
TBar_Chart_14_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
TBar_Chart_14_defects4j_patch4,1,1,1,1,1,1,1,1,1,1
TBar_Chart_14_defects4j_patch5,1,1,1,1,1,1,1,1,1,1
TBar_Chart_26_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Chart_3_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
TBar_Chart_5_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Chart_7_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Closure_107_defects4j_patch2,1,0,0,1,1,1,0,0,1,0
TBar_Closure_109_defects4j_patch3,1,0,0,0,0,0,0,0,0,0
TBar_Closure_115_defects4j_patch2,1,0,0,0,1,0,0,0,0,0
TBar_Closure_126_defects4j_patch2,1,1,0,0,0,1,1,1,1,1
TBar_Closure_133_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Closure_21_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Closure_22_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Closure_66_defects4j_patch3,1,0,0,1,1,1,1,0,1,1
TBar_Lang_18_defects4j_patch3,1,0,0,0,0,0,0,0,0,0
TBar_Lang_20_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
TBar_Lang_20_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
TBar_Lang_20_defects4j_patch4,1,1,1,1,1,1,1,1,1,1
TBar_Lang_22_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Lang_24_defects4j_patch3,1,0,0,0,0,0,0,0,0,0
TBar_Lang_27_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Lang_39_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Lang_41_defects4j_patch1,1,0,1,1,1,0,0,1,0,1
TBar_Lang_41_defects4j_patch3,1,0,1,1,1,0,0,1,0,1
TBar_Lang_41_defects4j_patch4,1,0,1,1,1,0,0,0,0,1
TBar_Lang_43_defects4j_patch4,1,0,0,0,1,0,1,0,0,0
TBar_Lang_44_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Lang_45_defects4j_patch4,1,1,1,1,1,1,0,0,0,0
TBar_Lang_51_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Lang_58_defects4j_patch2,1,1,1,1,0,1,1,1,1,1
TBar_Lang_60_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Lang_63_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Math_15_defects4j_patch2,1,1,0,0,0,1,0,1,1,1
TBar_Math_2_defects4j_patch2,1,0,0,0,0,0,0,0,0,0
TBar_Math_50_defects4j_patch2,1,1,0,0,0,0,1,1,0,0
TBar_Math_6_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
TBar_Math_62_defects4j_patch3,1,1,0,1,1,1,1,1,1,1
TBar_Math_63_defects4j_patch2,1,1,1,1,1,1,1,1,0,0
TBar_Math_8_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Math_80_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
TBar_Math_81_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Math_82_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Math_84_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Math_88_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Math_95_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
TBar_Math_96_defects4j_patch2,1,1,0,0,1,0,0,0,0,0
genPat_Math_80_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
jGenProg_Chart_1_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Chart_13_defects4j_patch2,1,1,1,1,1,1,1,1,1,0
jGenProg_Chart_15_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Chart_25_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
jGenProg_Chart_25_defects4j_patch4,1,1,1,1,1,1,1,1,1,1
jGenProg_Chart_3_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Chart_5_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Chart_5_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
jGenProg_Chart_7_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Closure_21_defects4j_patch1,1,1,1,1,1,0,0,1,0,1
jGenProg_Lang_27_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Lang_39_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_2_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_28_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_40_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
